Continent,Region,Country,Code,Cluster,Year,Population,Entity,Life_expectancy,GDP_pc,Health%_GDP,Homicide,Conflict_terror,Violence,Nature_forces,Heat_cold,TB_vac,HepB_vac,Measles_vac,Polio_vac,DTP_vac,Diarrhea,Kidney_dis,Meningitis,Malaria,TB,Acute_hep,Maternal,Neonatal,Cardio,HIV_AIDS,Neoplasms,Chronic_respi,Lower_respi,Cirrhosis,Digestive_dis,Diabetes,Nutr_def,Protein_def,Suicide,Self_harm,Drug_use,Alcohol,Alzheimer,Parkinson,Road_injury,Fire_heat,Drowning,Poison,Deaths,Hip_2,Hip_3,Hip_4,Hip_5,Hip_6,Hip_2_Percentage,Hip_3_Percentage,Hip_4_Percentage,Hip_5_Percentage,Hip_6_Percentage
Africa,Central Africa,Cameroon,CMR,Baja,2000,15091598,Cameroon,52.9317,2673.2998,0.6743055,3.041428,0.1391502742121808,3.458878244702781,0.0198786106017401,0.655994149857424,78.0,92.0,49.0,57.0,62.0,163.90577061488122,17.85099232036263,21.064701034310616,131.0530534937387,47.60264618763368,4.638342473739361,16.817304569072142,91.560880431615,103.96513344710084,168.9549377077232,46.15150761370664,19.984629858282734,100.62552686600849,20.958681777768,35.52970334884351,17.632327603743487,10.7013187072701,10.197727238692682,19.124,8.22974478912041,0.2054123095513145,0.7023775745948176,4.704604509078495,1.577036441071383,26.51144033918741,2.570966971158389,3.3594851916940804,2.007739670775752,1105.503322370099,7.315329279374126,494.4936911253534,534.7014941691397,34.54317562341642,34.449632172815626,0.6617193391776265,44.73018589082153,48.36724443512191,3.124655975647271,3.11619435923166
Africa,Central Africa,Cameroon,CMR,Baja,2001,15493256,Cameroon,53.1423,2664.7683,0.8233608,4.873089,0.0,3.472478606175487,0.1936326360320903,0.6518965413080375,79.0,92.0,51.0,61.0,63.0,164.46510662445647,17.89165556936515,21.105957327497848,137.17581378633386,46.91073328937442,4.776271688791562,16.917037968003626,90.84597840505572,104.50353366651916,187.1459427250153,46.60737549292415,19.82798192968605,99.5594470264998,20.828417215851854,35.03459827940621,17.930382096571567,9.604178747191682,9.126551578312524,19.4279,8.384293140189511,0.2129958996352994,0.703531910916595,4.640728843569098,1.5877876154631407,26.66321398161884,2.5559507956235925,3.2788459701433967,1.9879617299294607,1128.8912700874614,9.191096783515617,500.0885546588787,550.1684087579782,34.95723740977365,34.485972477315286,0.8141702418164266,44.29908955006217,48.73528774080728,3.0965991443148746,3.0548533229992527
Africa,Central Africa,Cameroon,CMR,Baja,2002,15914029,Cameroon,53.4148,2678.5527,0.95179194,6.478559,0.0,3.5628940980313657,0.0,0.6723627310217922,79.0,92.0,53.0,66.0,66.0,179.65909198732766,18.25433395904959,23.36931772588828,150.5212790551029,46.43701478739293,4.769376755565797,17.267783035961543,91.32193990597855,106.10135246077532,202.0732776093345,47.66863250029267,19.976085251572684,105.17135541225922,20.81810960631025,34.99428083233982,18.367441708193443,9.80267159246725,9.325105540526538,19.2288,8.533351296519568,0.2136479706050554,0.7100653140697432,4.675120297945919,1.6337785987445417,27.912478983166363,2.72715350713512,3.625731736444617,2.117628414526579,1187.9900216745498,10.713815829053155,531.6001372122672,574.2983125140718,34.99476347788483,36.38299264127268,0.901843924071966,44.74786214642965,48.34201483481828,2.945711903249609,3.0625671914304857
Africa,Central Africa,Cameroon,CMR,Baja,2003,16354324,Cameroon,53.8826,2767.8074,0.93935865,6.126819,0.0,3.552577287816971,0.1222918171365566,0.6542612216805782,82.0,92.0,61.0,72.0,73.0,178.50936547423177,18.319314207056188,23.3088203462277,161.0950107139861,44.06174171430137,4.353588690061418,17.701740530516577,92.12854043982496,106.57120404365232,211.95617746108,48.354184495794506,19.84184733040632,103.95415915693,20.65508791436442,34.54743834107726,18.722877203606828,9.239146784666858,8.780552470404768,19.4853,8.670489834981868,0.220125270845802,0.7092925393920286,4.659318232902809,1.6570541222003428,28.23106598597411,2.733222113002041,3.619837787242077,2.121763027319258,1204.6642155586842,10.455949326634103,539.4781221162061,582.6226752019834,35.401580000322845,36.705888913537486,0.8679555009264532,44.78244768530903,48.363906529072246,2.938709355113096,3.0469809295791594
Africa,Central Africa,Cameroon,CMR,Baja,2004,16809406,Cameroon,54.1779,2764.6033,0.7606451,4.1217025,0.0118981003849868,3.521837713956103,0.0,0.6365483705967956,83.0,92.0,64.0,72.0,73.0,172.53435368269407,18.35281984384219,22.332734422620288,169.42894948221252,41.70879089957135,3.890678825890695,17.972080631522616,92.89441875578471,106.66052090121448,212.0003526596954,48.954734034028334,19.72705043830817,101.59787918740258,20.417140260637407,33.99287279990739,19.060756816748903,8.643969929692936,8.203740215448422,19.3703,8.751052833157816,0.2260639073147498,0.71388602309921,4.693800601877307,1.695479304860624,28.22229411318877,2.706817837584505,3.521837713956103,2.1000147179501765,1194.5456750251496,4.170284184937885,539.1148265441384,579.259017243084,35.45058267030971,36.55096438267955,0.3491104837703326,45.13136984341666,48.49199401528857,2.967704241996719,3.0598214155277086
Africa,Central Africa,Cameroon,CMR,Baja,2005,17275174,Cameroon,54.3619,2795.1963,0.708705,4.1217025,0.2778553778966278,3.5542333755943645,0.0115773074123594,0.6309632539735924,90.0,79.0,68.0,79.0,80.0,167.89411209403738,18.47738263012575,22.08371388907573,167.32103537712558,40.3006071024234,3.560022029300544,18.07796552439935,93.24942255284954,107.30427375145396,206.8401742292147,49.701380721259305,19.716154523248218,99.92952892978096,20.31238585498473,33.66102130143523,19.45566510647013,8.173579033125803,7.745218658868501,20.5578,8.868217477867372,0.2315461482471898,0.7177930595662886,4.746696039067393,1.7365961118539242,28.33545989174986,2.697512627079762,3.4616149162954883,2.083915334224709,1181.7154242300078,4.474629314876944,530.9642611993373,572.8393821098415,36.85864883660217,36.57850276934982,0.3786554040954963,44.93165192840802,48.475239500499626,3.1190799477478977,3.095373219248953
Africa,Central Africa,Cameroon,CMR,Baja,2006,17751338,Cameroon,54.8564,2822.2488,0.6995302,4.1217025,0.1746347233093077,3.64479567681039,0.0,0.630938355182015,96.0,81.0,73.0,78.0,81.0,162.79899577147367,18.62394823421198,21.970174867945165,156.709313968333,39.647715569384125,3.318059742876847,18.071877173427715,92.75920496809874,108.16086088834544,205.78167121824845,50.43563476736232,19.677389952239093,99.06858851991888,20.066093046056587,33.27073147950876,19.71682359943797,7.768428498178561,7.351558513504728,20.9197,8.928904401459766,0.2366018831932556,0.7210724059223028,4.85033860546174,1.791414258463221,28.3527923359918,2.687121387694832,3.3969270372745988,2.061816410684085,1163.5941282599993,4.450368755301713,513.8992902957513,571.2977804828008,37.44803155450029,36.49865717164532,0.3824674469573552,44.16482326738959,49.097685061121865,3.2183070234720805,3.136717201059121
Africa,Central Africa,Cameroon,CMR,Baja,2007,18251868,Cameroon,55.1653,2889.4202,0.6078852,4.1217025,0.3616068229290284,3.2654191888742568,0.0438311300520034,0.6245936032410491,89.0,82.0,74.0,81.0,82.0,149.50798460738375,18.49125799068896,21.35671811783868,149.34909676094523,39.30556587413409,3.05722132112724,17.987199995090915,91.6947240687912,107.0246618044794,200.4507155103248,50.41127845106046,19.28021833162501,96.42300722315107,19.55964178570653,32.40216289094354,19.636346263297543,7.171868654759064,6.777388484291033,20.3976,8.990860551917207,0.2410712152860189,0.7232136458580568,4.788550958181377,1.769681875849639,28.08479658082121,2.6298678031202067,3.254461406361256,2.010753091135658,1127.0733660092656,4.295450745096337,490.7497687360001,559.1372893996385,36.9109782470923,35.979878881438324,0.3811154512776433,43.54195419182372,49.60966218014967,3.274940155651665,3.1923280210973006
Africa,Central Africa,Cameroon,CMR,Baja,2008,18777082,Cameroon,55.6548,2970.7505,0.57561034,4.1326976,0.2130256447727075,3.355153905170144,0.0479307700738591,0.6231000109601694,91.0,84.0,80.0,82.0,84.0,139.63298450739046,18.60246442977668,21.05758498578213,136.7890921496748,39.42039556518952,2.838566716596328,17.489405435839284,89.87551952960528,107.47143778783092,189.9123623148688,50.86519833060324,19.16698238842436,95.71242219637747,19.11372597723118,31.74614671225273,19.768779834907257,6.784866786010734,6.412071907658495,20.1161,8.968379644930986,0.2449794914886136,0.7242871922272054,4.888938547533637,1.821369262806649,27.757241513883788,2.609564148465666,3.168756465994024,1.975812855266862,1093.307344609594,8.37190793097688,465.70601331985455,546.9539942361652,36.76405413898709,35.51137498361034,0.765741488178366,42.59607471000318,50.02746912227828,3.362645858024037,3.2480688215161493
Africa,Central Africa,Cameroon,CMR,Baja,2009,19319276,Cameroon,56.1019,2895.9507,0.47905558,6.609979,0.0155285322286404,3.478391219215461,0.0,0.6314936439647117,81.0,80.0,74.0,79.0,80.0,132.45837991030305,18.79987635147404,19.98004480085072,125.48606893964347,39.46317657038493,2.6916122529643447,17.19008517710498,87.9070209463336,107.8974181020034,181.12479991486225,51.60131259577222,19.06903757677048,96.05432418896028,18.81022870629313,31.315873327758244,19.9231068493457,6.599626197172193,6.232117601094369,19.9693,9.032429579659196,0.253632693067794,0.7246648373365544,4.963954135755397,1.8530715126177608,27.84783446336188,2.6398504788688766,3.1937014616903863,1.987652125265978,1065.805593692124,10.735392395408814,443.9762649490591,538.6278450600322,36.79705275843671,35.66903852918713,1.0072561505536548,41.65640221600387,50.537156893138246,3.452510755827968,3.346673984476266
Africa,Central Africa,Cameroon,CMR,Baja,2010,19878044,Cameroon,56.582,2935.96,0.42714676,5.025647,0.0301840563387423,3.5868720282538864,0.0653987887339418,0.6388958591700471,83.0,84.0,79.0,83.0,84.0,129.96751591856824,19.181967803270783,20.017060028642657,119.02076481971768,38.84184983190499,2.585767493018931,16.651537746872883,85.05867076257604,108.23499535467371,174.9518212154073,52.55044208575049,18.980740761012505,96.37266121354796,18.583317352552395,31.0141178880578,20.20319504273157,6.519756169168356,6.162578169159903,19.5067,9.06527825373563,0.2615951549357673,0.7294480281862743,5.055829436739349,1.891534197227856,28.186877944328927,2.691411690204529,3.269939436697092,2.0072397465263685,1046.9116112777126,9.346997732496618,431.32513440457217,533.573625252062,36.51038507082488,36.15546881775691,0.89281632105398,41.19976603164785,50.966444492946,3.487437208406301,3.453535945945871
Africa,Central Africa,Cameroon,CMR,Baja,2011,20448880,Cameroon,57.1331,3044.646,0.5974438,4.0833545,0.0831341374197511,3.653011803091416,0.0,0.6357316390922143,80.0,82.0,76.0,80.0,82.0,123.77205988787652,19.48272961648756,16.362754341558073,110.6319759321782,38.12922761539997,2.479353392459636,16.19648606671857,82.89451549424712,108.56340298343969,170.0044207800134,53.499262551298656,18.900790654549297,93.82420944325555,18.147693174393904,30.79386254895134,20.470558778769306,6.342645660789246,5.990548137599712,19.4055,9.149645359550254,0.2689633857697829,0.738426750022495,5.144536033269304,1.9071949172766431,28.260716479337745,2.699414344453095,3.242231359370293,2.009890028206924,1017.7682477968456,8.455232079603382,409.9491023469257,526.53739471306,36.61426644588848,36.21225221136806,0.8307620224846228,40.2792190888583,51.73450791502398,3.59750527933516,3.558005694297933
Africa,Central Africa,Cameroon,CMR,Baja,2012,21032684,Cameroon,57.7922,3175.768,0.6632321,4.1839643,0.0237725247048831,3.675232319374931,0.1188626235244156,0.6275946522089144,81.0,85.0,82.0,85.0,85.0,111.84021972659312,19.49347025800416,15.209661306184223,99.06011044524796,37.12317457914549,2.3392164309604992,15.509195117465753,80.37966053215082,108.56912032720122,163.42184383124854,54.05872117890423,18.68995892297912,90.78251734300768,17.739057934783787,30.41456810742747,20.563233869723906,5.981167215748594,5.638842859998277,19.1532,9.195212555848792,0.2757612865766442,0.7417027707923535,5.196673900487451,1.9113109862726032,27.9469800430606,2.6482592521239803,3.142727765985549,1.9636105406233464,977.6186055083592,8.629426419813145,380.954708395752,515.8590315910227,36.47386149997784,35.70157760179348,0.8826986691119556,38.96762052699033,52.76689996328143,3.7308886404644,3.651892200151894
Africa,Central Africa,Cameroon,CMR,Baja,2013,21632852,Cameroon,58.4761,3226.7278,0.5007393,4.1217025,0.0647163859855371,3.716569595169421,0.0,0.6194282658615702,82.0,89.0,83.0,88.0,89.0,107.29976796402066,19.507367775640493,14.88939137567252,95.23478457671692,36.028536597948346,2.218847519504132,14.98184335565186,78.14041347853718,108.27513635280268,161.47200563291423,54.69921395477581,18.5273767878595,88.6383358051911,17.496537211089876,30.287268641231403,20.66301752538223,5.741267956716942,5.413063427790289,18.7119,9.254443195931817,0.2819785389369834,0.7488610378326446,5.329856645808883,1.941491579566116,27.93436575075723,2.6441266274090904,3.1017639283068177,1.9507367775640487,955.8144142685765,4.400714247016529,368.30095264369214,511.2132232957541,36.26853099807644,35.630993084037186,0.4604151372193015,38.532684498750655,53.4845693540783,3.794516012382009,3.727814997569722
Africa,Central Africa,Cameroon,CMR,Baja,2014,22299590,Cameroon,58.9355,3319.3752,0.6133167,4.1217025,5.009060704703539,3.7175571389429134,0.0,0.6053922964502935,87.0,83.0,78.0,84.0,83.0,99.29330539261036,19.390491035933845,14.367977169086965,92.7595529783283,34.570142321002315,2.0807557448365643,14.430758592422553,75.2390514803187,107.25309299408644,159.330283650955,54.85302644577771,18.13934695660324,84.9612033225723,17.166234894901656,29.874988732976707,20.54297859287996,5.385749244717055,5.067357740658013,17.9391,9.184025356520008,0.2870007923912502,0.7444083052648054,5.394718019479282,1.9282865738787127,27.664185754087857,2.578522744140139,2.9821176084403347,1.8924114748298064,934.6330840597966,9.332010140096743,352.1320347145396,502.574262576128,35.47753904753406,35.11723758149814,0.9984677729961136,37.67596511616858,53.77235956521885,3.795878794855956,3.757328750760484
Africa,Central Africa,Cameroon,CMR,Baja,2015,23012650,Cameroon,59.658,3367.5437,0.37891248,3.741421,7.448077470434739,3.6110573966926887,0.0173817443884124,0.5692521287205081,83.0,78.0,74.0,77.0,78.0,89.85927305199532,19.0981916467682,13.049344599600651,91.0890314674755,32.308317381961665,1.8946101383369585,13.553415186864616,71.80833150462897,107.1149997935918,149.1614394691615,54.45700516889623,17.625088809850233,78.83055623754761,16.686474612875962,29.149185339367698,20.33229549834548,4.827779503881561,4.527944413181446,17.0898,9.016779901488963,0.2867987824088056,0.7343787004104264,5.505667535029647,1.946755371502196,26.47674213964928,2.433444214377744,2.7289338689807563,1.768592491520968,898.7483665699367,15.387189740236348,332.6605149776319,482.7127688466996,34.58018029084003,33.40771271452875,1.712068729422162,37.013754611563535,53.70944602536165,3.8475931169493984,3.717137516703248
Africa,Central Africa,Cameroon,CMR,Baja,2016,23711626,Cameroon,60.2333,3484.3015,0.37905285,3.3190465,4.090820258382956,3.660651530181861,0.0,0.5566889423778867,84.0,75.0,71.0,75.0,75.0,89.37809663495874,18.940076062265828,12.85023641988955,96.19753617908783,30.605239809366086,1.817673743673251,12.934583229340744,68.54021736004101,104.93164829775908,132.84622488563207,54.530212310197534,17.17301040426329,76.70920585538924,16.502453269126292,28.926738301287312,20.1378007564728,4.698117286431559,4.402903453352376,16.6157,8.953413823244345,0.2909964926066226,0.7253825612802767,5.52471601905327,1.9146725745421247,26.425855401059376,2.446057474084653,2.791879392834553,1.7670656580025343,871.2049208861852,11.627207230942703,331.26365943862305,460.8583148199116,34.02488147072664,33.430857925981115,1.334612208011356,38.0236212510902,52.89895680928075,3.905496933616572,3.83731279800112
Africa,Central Africa,Cameroon,CMR,Baja,2017,24393182,Cameroon,60.8103,3521.3113,0.14560163,4.1159043,2.976241475999318,3.853535795371018,0.0122985184958649,0.5370353076527695,87.0,74.0,65.0,74.0,74.0,84.41703095561702,18.7019471260453,12.122239730757554,93.50973563022652,28.655548095365333,1.7176930832558048,12.282120471203797,65.32563074386933,103.71750598179442,113.9662713950152,54.58492459081394,16.746482685202775,72.36038332350408,16.44311922897144,28.635050564538894,19.980993049615257,4.341377029040328,4.062610609800722,16.1482,8.879530354014495,0.2951644439007588,0.7215130850907437,5.571228878626823,1.9021708606937795,25.86788390296928,2.361315551206071,2.635982464280388,1.6971955524293632,829.1458647853683,11.495015397518973,316.7319458363406,434.8387184582971,33.5178076223266,32.5623774708851,1.3863682960650787,38.19978598317312,52.44417622113558,4.0424500737277365,3.927219425898501
Africa,Central Africa,Cameroon,CMR,Baja,2018,25076752,Cameroon,61.1798,3606.3958,0.21044466,4.1217025,6.264766665156636,3.5849937822888704,0.0,0.5144206873362228,84.0,67.0,59.0,68.0,67.0,75.90297180432299,18.67466727748474,11.412961295785037,88.94293806470631,26.893435003065782,1.5751641201380466,11.743945148877334,62.96269947559397,103.48628881443656,97.85158779733514,55.13074420483163,16.485388538356165,68.96427416118324,16.246123102385827,28.173505085507088,20.114247650572928,4.007696052503131,3.740516315669589,15.9267,8.856808888168612,0.3030695522290925,0.7257718224433531,5.714456162424863,1.9340622740935507,25.406001542783528,2.288972670782883,2.4923482913576684,1.6349804791306306,787.9565067309514,10.36418113478173,298.10878218997425,414.2003717227813,33.46086869935947,31.82230298405471,1.315324011699619,37.83315191174172,52.56640032597769,4.246537519968055,4.038586230612912
Africa,Central Africa,Cameroon,CMR,Baja,2019,25782342,Cameroon,61.5839,3651.4968,0.12061489,4.1217025,2.4280183700922127,3.5528192124672,0.1667808145590497,0.4964638200827528,80.0,67.0,60.0,68.0,67.0,69.256702901544,18.55145665199849,10.825238451960647,87.85858166026966,25.40886316689151,1.4661197186818793,11.313945024854608,60.84784694889238,102.74861763915784,89.87546592935583,55.30141520890538,16.158345894255845,65.99478045865655,16.022594068451966,27.681736593207862,20.118420584134675,3.742871768592628,3.486882611362459,15.9215,8.765689323336103,0.3064112639573239,0.7253026121521465,5.837328509566742,1.9470690443870464,24.82706962773204,2.2185726959948013,2.362081768987472,1.5747211793249816,757.789713523814,6.644082217201215,285.5287545250932,401.13113075608106,33.50330075339936,30.982445272039293,0.8767712333155628,37.679154180828064,52.93435944000515,4.421187059613801,4.088528086237429
Africa,East Africa,Kenya,KEN,Baja,2000,30851604,Kenya,54.4112,2150.2163,1.3265835,4.1217025,1.503973666976926,9.558660223954645,0.0,0.5477835123256476,91.0,92.0,78.0,80.0,82.0,84.95506424884749,7.698141075582326,15.418971409071633,42.782216444888896,46.06891751884278,3.1181523009306096,10.553746249303602,63.87674365326354,69.76946806396192,419.6572729249345,32.37432971070159,14.57298622139711,66.46331905465921,24.089509252095937,37.89106070465574,10.148580929536111,18.935806384653453,18.264852615118485,15.8067,5.941344249070486,0.1102049669767575,0.5380595446512279,4.703159031861033,0.9626727997675584,8.85205190628014,1.7600381490699804,1.4812844090699464,2.0225852762793144,1040.4276564987283,11.610417403257218,274.4719529007309,712.167185861714,28.06214059232706,14.11595974069938,1.1159274103044192,26.380685979108858,68.44946704495686,2.697173649416668,1.3567459162132178
Africa,East Africa,Kenya,KEN,Baja,2001,31800344,Kenya,54.5079,2180.0522,1.3998103,4.1217025,1.484260673406552,8.569089692866216,0.0125784802831063,0.5471638923151272,94.0,92.0,77.0,77.0,80.0,79.01801313847423,7.792368535384397,13.446395422640713,47.41772604724024,46.137865678434174,3.1414754507058165,10.73573292163129,62.88611217539031,70.54955128787286,417.19674478993056,32.6726025353688,14.666508010102028,64.02446464101143,24.248165365758307,38.002733555335126,10.320643072288778,17.53440151465028,16.914911360707293,14.6949,6.059682876386495,0.1163509426187339,0.5503085123859037,4.698062385740229,0.9716876018699672,8.996758022491832,1.9402305836691576,1.4716821931234454,1.701239458290137,1028.5204108183734,10.613092738871003,270.5756893699012,706.1307261330254,27.09099231900133,14.109910257574573,1.0318796425660015,26.307274656281194,68.65500370295725,2.6339771222863297,1.3718648759092291
Africa,East Africa,Kenya,KEN,Baja,2002,32779824,Kenya,54.9896,2068.823,1.5015762,4.1217025,1.1195911241012153,8.322192333918572,0.3081163584038767,0.5552195765297581,91.0,84.0,78.0,83.0,84.0,74.69838764234976,7.989670719403496,13.49610662949258,43.72506698022539,46.855041076486565,3.218443149664257,11.10134087358126,62.10527548897151,72.46835736518902,410.1028730355599,33.795178399981644,14.96957396720617,63.22791727008662,24.786588237935625,38.66707765117958,10.652894292537995,16.69624583707344,16.110519690404683,13.9079,6.290454762661326,0.1250769375698905,0.5735235186131568,4.725467714530743,0.994514186531325,9.344162433574994,1.735823840908969,1.5161765359081854,1.7419251549367685,1015.9267027855184,10.305119392953424,263.1893325601748,701.4772257471548,26.61693711990644,14.338087965328915,1.0143565834718524,25.906330824709027,69.04801535620726,2.6199662876196483,1.4113309479922158
Africa,East Africa,Kenya,KEN,Baja,2003,33767120,Kenya,55.601,1974.1195,1.4884226,4.1217025,0.5152941678176878,8.5112381511956,0.1184584293833765,0.5656390003056228,87.0,73.0,72.0,75.0,73.0,75.29810063754326,8.200284774064238,13.821137248305453,45.8256434069592,47.71505535562405,3.3434891693458018,11.484544728718353,60.19465089116277,73.74629521262104,398.7814181369332,35.17919206612824,15.13602581446093,63.43745039553269,25.376757034653828,39.42888822025687,11.00774955045026,16.483490448696838,15.917851448391216,13.198,6.553712605635304,0.1332657330562985,0.5982150683860513,4.7412986360696445,1.0157810319624534,9.778743345597729,1.7827993622198162,1.566612728595154,1.8005681266273228,1011.2576509267,9.710629748702289,265.88290621172314,694.4951183281249,26.24027307510975,14.92872356304002,0.9602527842240428,26.292301073625733,68.67637715192572,2.5948157772713603,1.476253212953156
Africa,East Africa,Kenya,KEN,Baja,2004,34791836,Kenya,56.3615,2007.8159,1.4160075,3.4482226,0.3995190135984776,8.849777286832463,0.1580830629346493,0.5777217390884459,87.0,73.0,73.0,73.0,73.0,73.29593068902716,8.240438935157087,13.718735625219663,41.138961450611575,47.42779311790272,3.403097209356816,11.519943931674083,58.737917711499904,75.41711796985936,377.2810379998342,36.019944449036835,15.561121867785308,62.2243678085859,25.68706060812657,39.7909440594052,11.034197792838526,16.13596936936585,15.601361192895942,12.2192,6.59350084312883,0.1379634003793303,0.6093383516753758,4.73099493800787,1.0203543153054642,9.987975339961938,1.7820272548996838,1.5664594418069804,1.8481347175814469,986.1652140933836,13.433323702454036,257.482818670449,674.7531231177337,25.311351848496876,15.18459675425005,1.362177808594046,26.109501226644056,68.42191485511462,2.566644157263901,1.5397619523833828
Africa,East Africa,Kenya,KEN,Baja,2005,35843016,Kenya,57.344,2093.7253,1.4826912,3.0231836,0.8565127443516473,9.547187658538556,0.0725385386095857,0.5830982526693624,85.0,76.0,69.0,70.0,76.0,71.5062594062955,8.25823362632207,13.656774865150858,33.10547304389787,46.68691942664646,3.456740359126029,11.265793034827205,57.33334493949952,76.14872587730899,347.7218546564273,36.86352733263295,15.777132147584902,61.38992321405096,26.088764405316784,40.30631797279559,11.042597531413094,15.459078555219794,14.951308784952696,12.917,6.651226001740478,0.1422871334264951,0.6193675219741553,4.701055290659692,1.026699315704906,10.116336192244535,1.777194195934851,1.5567886363134174,1.8776321724712004,946.4868764341074,14.08252079416915,245.26953870176547,645.749230477703,26.057635263505727,15.327951196964005,1.4878728004370323,25.913675594300823,68.22590429468663,2.753089970109037,1.6194573404664747
Africa,East Africa,Kenya,KEN,Baja,2006,36925260,Kenya,58.2222,2248.7551,1.4584563,2.9951317,0.7582884995257989,9.708800967142816,0.5741327210695334,0.584965413919902,92.0,80.0,77.0,77.0,80.0,70.25272130785267,8.270760991256392,13.557115102236247,26.23678208359264,45.86291335524787,3.4772944049683066,10.992475069911492,56.0835590595706,76.48964421645236,312.4311108439047,37.765475449597375,15.850937813301789,60.229772248049166,26.34240083888373,40.63613905494504,11.03851401452556,14.894952669256762,14.42102235705314,12.6807,6.613358985150002,0.1462413534799755,0.625588012108784,4.671598791721439,1.0291058207850128,10.131275988307191,1.7684371078226668,1.597822195429362,1.8848885559641289,900.6039269930325,14.62131930165805,234.7336213746362,610.0999695059696,25.766592963245216,15.382423847523349,1.6235016152412542,26.06402374441925,67.74342762894588,2.8610349334446727,1.708012077948929
