Entity,Code,Year,GDP_capita
Guinea-Bissau,GNB,2006,1574.5001
Guinea-Bissau,GNB,2007,1535.3137
Guinea-Bissau,GNB,2008,1503.4553
Guinea-Bissau,GNB,2009,1431.9447
Guinea-Bissau,GNB,2010,1487.183
Guinea-Bissau,GNB,2011,1567.6436
Guinea-Bissau,GNB,2012,1509.9551
Guinea-Bissau,GNB,2013,1479.8452
Guinea-Bissau,GNB,2014,1477.3801
Guinea-Bissau,GNB,2015,1665.3973
Guinea-Bissau,GNB,2016,1773.1919
Guinea-Bissau,GNB,2017,1907.2388
Guinea-Bissau,GNB,2018,1825.0135
Guinea-Bissau,GNB,2019,1850.2985
Guyana,GUY,2000,4687.493
Guyana,GUY,2001,5137.6855
Guyana,GUY,2002,5379.752
Guyana,GUY,2003,5925.3257
Guyana,GUY,2004,6723.5146
Guyana,GUY,2005,7447.572
Guyana,GUY,2006,7942.798
Guyana,GUY,2007,8511.495
Guyana,GUY,2008,9169.561
Guyana,GUY,2009,8740.866
Guyana,GUY,2010,9053.243
Guyana,GUY,2011,9759.514
Guyana,GUY,2012,10287.94
Guyana,GUY,2013,10370.794
Guyana,GUY,2014,10368.097
Guyana,GUY,2015,11144.114
Guyana,GUY,2016,11153.875
Guyana,GUY,2017,12187.789
Guyana,GUY,2018,12421.113
Guyana,GUY,2019,13010.421
Haiti,HTI,2000,2175.7676
Haiti,HTI,2001,2077.2568
Haiti,HTI,2002,2032.5906
Haiti,HTI,2003,2040.7458
Haiti,HTI,2004,1908.9474
Haiti,HTI,2005,1898.3846
Haiti,HTI,2006,1846.8743
Haiti,HTI,2007,1994.0726
Haiti,HTI,2008,1845.7612
Haiti,HTI,2009,1879.1141
Haiti,HTI,2010,1826.8264
Haiti,HTI,2011,1833.386
Haiti,HTI,2012,1827.4252
Haiti,HTI,2013,1817.1644
Haiti,HTI,2014,1854.9742
Haiti,HTI,2015,1913.0902
Haiti,HTI,2016,1826.075
Haiti,HTI,2017,1653.7714
Haiti,HTI,2018,1580.17
Haiti,HTI,2019,1554.0212
Honduras,HND,2000,3541.5427
Honduras,HND,2001,3504.368
Honduras,HND,2002,3572.1562
Honduras,HND,2003,3653.394
Honduras,HND,2004,3779.1619
Honduras,HND,2005,4056.4424
Honduras,HND,2006,4097.702
Honduras,HND,2007,4267.364
Honduras,HND,2008,4018.6868
Honduras,HND,2009,3958.0103
Honduras,HND,2010,4111.901
Honduras,HND,2011,4355.0127
Honduras,HND,2012,4573.7173
Honduras,HND,2013,4343.8896
Honduras,HND,2014,4569.137
Honduras,HND,2015,4976.4863
Honduras,HND,2016,5222.59
Honduras,HND,2017,5346.9595
Honduras,HND,2018,5359.8574
Honduras,HND,2019,5428.0635
Hungary,HUN,2000,16553.885
Hungary,HUN,2001,17554.031
Hungary,HUN,2002,18547.61
Hungary,HUN,2003,19247.383
Hungary,HUN,2004,19075.494
Hungary,HUN,2005,21192.756
Hungary,HUN,2006,21244.473
Hungary,HUN,2007,21433.201
Hungary,HUN,2008,23260.053
Hungary,HUN,2009,22472.57
Hungary,HUN,2010,23814.271
Hungary,HUN,2011,24415.496
Hungary,HUN,2012,24178.588
Hungary,HUN,2013,24297.898
Hungary,HUN,2014,24896.941
Hungary,HUN,2015,25278.672
Hungary,HUN,2016,25366.865
Hungary,HUN,2017,26908.965
Hungary,HUN,2018,27914.674
Hungary,HUN,2019,29236.4
Iceland,ISL,2000,39474.6
Iceland,ISL,2001,41138.188
Iceland,ISL,2002,40690.414
Iceland,ISL,2003,40512.914
Iceland,ISL,2004,42238.293
Iceland,ISL,2005,45611.082
Iceland,ISL,2006,43693.656
Iceland,ISL,2007,45280.676
Iceland,ISL,2008,56671.1
Iceland,ISL,2009,47770.586
Iceland,ISL,2010,43342.04
Iceland,ISL,2011,44048.383
Iceland,ISL,2012,45529.61
Iceland,ISL,2013,45043.26
Iceland,ISL,2014,45567.027
Iceland,ISL,2015,47414.69
Iceland,ISL,2016,48601.99
Iceland,ISL,2017,49844.32
Iceland,ISL,2018,50344.73
Iceland,ISL,2019,53011.742
India,IND,2000,2137.655
India,IND,2001,2214.3452
India,IND,2002,2295.8237
India,IND,2003,2463.0178
India,IND,2004,2650.0457
India,IND,2005,2973.66
India,IND,2006,3281.6194
India,IND,2007,3622.2944
India,IND,2008,3784.6685
India,IND,2009,3991.5815
India,IND,2010,4554.7417
India,IND,2011,4893.672
India,IND,2012,5230.3315
India,IND,2013,5236.9985
India,IND,2014,5397.0723
India,IND,2015,5634.441
India,IND,2016,5886.458
India,IND,2017,6188.4565
India,IND,2018,6579.506
India,IND,2019,6711.385
Indonesia,IDN,2000,3753.7678
Indonesia,IDN,2001,3800.953
Indonesia,IDN,2002,3817.389
Indonesia,IDN,2003,3824.2468
Indonesia,IDN,2004,4128.3716
Indonesia,IDN,2005,4452.749
Indonesia,IDN,2006,4878.2227
Indonesia,IDN,2007,5392.1104
Indonesia,IDN,2008,6382.0293
Indonesia,IDN,2009,6983.9497
Indonesia,IDN,2010,8177.112
Indonesia,IDN,2011,9775.595
Indonesia,IDN,2012,10309.083
Indonesia,IDN,2013,10405.758
Indonesia,IDN,2014,10458.301
Indonesia,IDN,2015,10247.408
Indonesia,IDN,2016,10315.834
Indonesia,IDN,2017,10640.702
Indonesia,IDN,2018,11247.842
Indonesia,IDN,2019,11595.102
"Iran, Islamic Republic of",IRN,2000,8242.715
"Iran, Islamic Republic of",IRN,2001,9235.28
"Iran, Islamic Republic of",IRN,2002,10496.199
"Iran, Islamic Republic of",IRN,2003,11498.957
"Iran, Islamic Republic of",IRN,2004,12932.736
"Iran, Islamic Republic of",IRN,2005,14921.047
"Iran, Islamic Republic of",IRN,2006,15904.463
"Iran, Islamic Republic of",IRN,2007,17915.809
"Iran, Islamic Republic of",IRN,2008,17714.201
"Iran, Islamic Republic of",IRN,2009,18044.977
"Iran, Islamic Republic of",IRN,2010,19116.523
"Iran, Islamic Republic of",IRN,2011,19992.902
"Iran, Islamic Republic of",IRN,2012,17011.908
"Iran, Islamic Republic of",IRN,2013,16181.029
"Iran, Islamic Republic of",IRN,2014,15579.527
"Iran, Islamic Republic of",IRN,2015,13497.838
"Iran, Islamic Republic of",IRN,2016,13911.05
"Iran, Islamic Republic of",IRN,2017,14040.69
"Iran, Islamic Republic of",IRN,2018,13188.87
"Iran, Islamic Republic of",IRN,2019,13240.924
Iraq,IRQ,2000,7589.3145
Iraq,IRQ,2001,7541.6704
Iraq,IRQ,2002,6848.861
Iraq,IRQ,2003,4265.7666
Iraq,IRQ,2004,6351.675
Iraq,IRQ,2005,6618.354
Iraq,IRQ,2006,7361.5635
Iraq,IRQ,2007,8337.189
Iraq,IRQ,2008,9964.243
Iraq,IRQ,2009,11294.439
Iraq,IRQ,2010,13105.479
Iraq,IRQ,2011,15326.204
Iraq,IRQ,2012,17235.873
Iraq,IRQ,2013,17390.014
Iraq,IRQ,2014,15000.737
Iraq,IRQ,2015,10494.439
Iraq,IRQ,2016,10037.072
Iraq,IRQ,2017,11522.754
Iraq,IRQ,2018,11616.762
Iraq,IRQ,2019,11920.252
Ireland,IRL,2000,39746.35
Ireland,IRL,2001,42077.63
Ireland,IRL,2002,46392.895
Ireland,IRL,2003,49762.98
Ireland,IRL,2004,51708.684
Ireland,IRL,2005,55875.633
Ireland,IRL,2006,56340.168
Ireland,IRL,2007,60186.035
Ireland,IRL,2008,56254.652
Ireland,IRL,2009,52878.867
Ireland,IRL,2010,52986.938
Ireland,IRL,2011,53714.656
Ireland,IRL,2012,54413.625
Ireland,IRL,2013,54242.168
Ireland,IRL,2014,58406.457
Ireland,IRL,2015,75990.266
Ireland,IRL,2016,81188.49
Ireland,IRL,2017,86808.65
Ireland,IRL,2018,91647.37
Ireland,IRL,2019,102622.45
Israel,ISR,2000,35327.105
Israel,ISR,2001,35125.93
Israel,ISR,2002,34616.707
Israel,ISR,2003,32723.291
Israel,ISR,2004,32018.518
Israel,ISR,2005,31816.086
Israel,ISR,2006,31477.191
Israel,ISR,2007,31280.05
Israel,ISR,2008,30694.04
Israel,ISR,2009,31679.553
Israel,ISR,2010,32680.99
Israel,ISR,2011,33663.434
Israel,ISR,2012,34910.715
Israel,ISR,2013,36078.668
Israel,ISR,2014,36230.445
Israel,ISR,2015,37281.348
Israel,ISR,2016,39039.242
Israel,ISR,2017,38979.03
Israel,ISR,2018,38243.504
Israel,ISR,2019,38562.625
Italy,ITA,2000,36099.543
Italy,ITA,2001,35995.87
Italy,ITA,2002,35316.086
Italy,ITA,2003,35236.848
Italy,ITA,2004,35210.15
Italy,ITA,2005,36438.453
Italy,ITA,2006,37629.727
Italy,ITA,2007,39278.04
Italy,ITA,2008,40041.08
Italy,ITA,2009,38338.21
Italy,ITA,2010,38651.53
Italy,ITA,2011,39455.664
Italy,ITA,2012,38435.727
Italy,ITA,2013,37340.996
Italy,ITA,2014,36959.64
Italy,ITA,2015,36995.258
Italy,ITA,2016,38755.73
Italy,ITA,2017,40155.508
Italy,ITA,2018,40546.684
Italy,ITA,2019,40732.03
Jamaica,JAM,2000,5864.0728
Jamaica,JAM,2001,5846.3657
Jamaica,JAM,2002,5833.9844
Jamaica,JAM,2003,6346.4126
Jamaica,JAM,2004,6432.5444
Jamaica,JAM,2005,6879.6313
Jamaica,JAM,2006,7092.3403
Jamaica,JAM,2007,7476.824
Jamaica,JAM,2008,7398.19
Jamaica,JAM,2009,7390.9375
Jamaica,JAM,2010,7533.5967
Jamaica,JAM,2011,7649.4287
Jamaica,JAM,2012,7937.296
Jamaica,JAM,2013,8067.0303
Jamaica,JAM,2014,8039.1553
Jamaica,JAM,2015,8088.889
Jamaica,JAM,2016,8092.5947
Jamaica,JAM,2017,8206.209
Jamaica,JAM,2018,8419.628
Jamaica,JAM,2019,8434.522
Japan,JPN,2000,37915.273
Japan,JPN,2001,37468.684
Japan,JPN,2002,37384.547
Japan,JPN,2003,37952.09
Japan,JPN,2004,38901.746
Japan,JPN,2005,39823.617
Japan,JPN,2006,40255.957
Japan,JPN,2007,41021.09
Japan,JPN,2008,40303.45
Japan,JPN,2009,38058.36
Japan,JPN,2010,39789.7
Japan,JPN,2011,39162.33
Japan,JPN,2012,39235.848
Japan,JPN,2013,39666.53
Japan,JPN,2014,39171.812
Japan,JPN,2015,40274.207
Japan,JPN,2016,39467.09
Japan,JPN,2017,39598.293
Japan,JPN,2018,39352.13
Japan,JPN,2019,39704.234
Jordan,JOR,2000,3860.0205
Jordan,JOR,2001,4065.502
Jordan,JOR,2002,4361.312
Jordan,JOR,2003,4536.236
Jordan,JOR,2004,5471.129
Jordan,JOR,2005,6394.599
Jordan,JOR,2006,7247.3047
Jordan,JOR,2007,7958.8003
Jordan,JOR,2008,9320.339
Jordan,JOR,2009,10554.338
Jordan,JOR,2010,10614.14
Jordan,JOR,2011,11674.002
Jordan,JOR,2012,11807.083
Jordan,JOR,2013,11130.207
Jordan,JOR,2014,10663.561
Jordan,JOR,2015,10457.684
Jordan,JOR,2016,10088.105
Jordan,JOR,2017,10580.568
Jordan,JOR,2018,10844.865
Jordan,JOR,2019,10789.006
Kazakhstan,KAZ,2000,6245.465
Kazakhstan,KAZ,2001,7108.0825
Kazakhstan,KAZ,2002,7424.8936
Kazakhstan,KAZ,2003,8357.259
Kazakhstan,KAZ,2004,9474.033
Kazakhstan,KAZ,2005,11327.526
Kazakhstan,KAZ,2006,13785.8545
Kazakhstan,KAZ,2007,16015.968
Kazakhstan,KAZ,2008,18475.537
Kazakhstan,KAZ,2009,17390.83
Kazakhstan,KAZ,2010,20422.447
Kazakhstan,KAZ,2011,24606.053
Kazakhstan,KAZ,2012,25478.342
Kazakhstan,KAZ,2013,26628.018
Kazakhstan,KAZ,2014,27303.03
Kazakhstan,KAZ,2015,23783.732
Kazakhstan,KAZ,2016,23054.086
Kazakhstan,KAZ,2017,26073.014
Kazakhstan,KAZ,2018,26528.416
Kazakhstan,KAZ,2019,28306.396
Kenya,KEN,2000,2150.2163
Kenya,KEN,2001,2180.0522
Kenya,KEN,2002,2068.823
Kenya,KEN,2003,1974.1195
Kenya,KEN,2004,2007.8159
Kenya,KEN,2005,2093.7253
Kenya,KEN,2006,2248.7551
Kenya,KEN,2007,2328.893
Kenya,KEN,2008,2348.9912
Kenya,KEN,2009,2425.5322
Kenya,KEN,2010,2608.519
Kenya,KEN,2011,2757.1055
Kenya,KEN,2012,2919.0146
Kenya,KEN,2013,3051.3423
Kenya,KEN,2014,3285.298
Kenya,KEN,2015,3538.2283
Kenya,KEN,2016,3722.6748
Kenya,KEN,2017,4044.9116
Kenya,KEN,2018,4127.8296
Kenya,KEN,2019,4236.668
Latvia,LVA,2000,11853.215
Latvia,LVA,2001,12857.024
Latvia,LVA,2002,13439.671
Latvia,LVA,2003,13875.85
Latvia,LVA,2004,14565.601
Latvia,LVA,2005,16700.621
Latvia,LVA,2006,17877.363
Latvia,LVA,2007,19655.76
Latvia,LVA,2008,21019.832
Latvia,LVA,2009,18491.115
Latvia,LVA,2010,19327.377
Latvia,LVA,2011,21471.896
Latvia,LVA,2012,22556.6
Latvia,LVA,2013,22681.514
Latvia,LVA,2014,23613.543
Latvia,LVA,2015,24716.605
Latvia,LVA,2016,25500.613
Latvia,LVA,2017,27162.365
Latvia,LVA,2018,28488.854
Latvia,LVA,2019,29411.12
Lebanon,LBN,2000,5547.0024
Lebanon,LBN,2001,6084.5947
Lebanon,LBN,2002,7628.178
Lebanon,LBN,2003,8718.86
Lebanon,LBN,2004,10569.491
Lebanon,LBN,2005,13152.828
Lebanon,LBN,2006,12710.368
Lebanon,LBN,2007,13772.124
Lebanon,LBN,2008,15355.109
Lebanon,LBN,2009,17219.682
Lebanon,LBN,2010,17581.867
Lebanon,LBN,2011,15972.841
Lebanon,LBN,2012,15461.838
Lebanon,LBN,2013,15096.267
Lebanon,LBN,2014,15051.937
Lebanon,LBN,2015,15271.155
Lebanon,LBN,2016,15853.267
Lebanon,LBN,2017,15941.899
Lebanon,LBN,2018,15562.606
Lebanon,LBN,2019,14749.867
Lesotho,LSO,2000,2454.0264
Lesotho,LSO,2001,2607.8137
Lesotho,LSO,2002,2642.6309
Lesotho,LSO,2003,2679.8435
Lesotho,LSO,2004,2691.1995
Lesotho,LSO,2005,2771.7478
Lesotho,LSO,2006,2838.2239
Lesotho,LSO,2007,2745.5413
Lesotho,LSO,2008,3062.158
Lesotho,LSO,2009,2988.5417
Lesotho,LSO,2010,2692.5435
Lesotho,LSO,2011,2726.6133
Lesotho,LSO,2012,2954.8572
Lesotho,LSO,2013,3054.4631
Lesotho,LSO,2014,3212.4592
Lesotho,LSO,2015,3382.4414
Lesotho,LSO,2016,3232.3171
Lesotho,LSO,2017,3033.479
Lesotho,LSO,2018,2682.2034
Lesotho,LSO,2019,2694.87
Liberia,LBR,2000,995.2094
Liberia,LBR,2001,836.1581
Liberia,LBR,2002,837.2262
Liberia,LBR,2003,609.7082
Liberia,LBR,2004,1137.8593
Liberia,LBR,2005,1106.6305
Liberia,LBR,2006,998.0357
Liberia,LBR,2007,901.40137
Liberia,LBR,2008,939.89246
Liberia,LBR,2009,885.25195
Liberia,LBR,2010,879.09454
Liberia,LBR,2011,885.662
Liberia,LBR,2012,913.2115
Liberia,LBR,2013,936.11194
Liberia,LBR,2014,1028.6824
Liberia,LBR,2015,1210.1753
Liberia,LBR,2016,1267.2236
Liberia,LBR,2017,1377.4381
Liberia,LBR,2018,1591.0184
Liberia,LBR,2019,1258.1931
Lithuania,LTU,2000,12111.563
Lithuania,LTU,2001,13060.229
Lithuania,LTU,2002,13447.231
Lithuania,LTU,2003,14941.42
Lithuania,LTU,2004,15235.697
Lithuania,LTU,2005,17388.69
Lithuania,LTU,2006,18709.89
Lithuania,LTU,2007,20561.068
Lithuania,LTU,2008,22023.621
Lithuania,LTU,2009,19256.902
Lithuania,LTU,2010,20978.105
Lithuania,LTU,2011,23665.562
Lithuania,LTU,2012,25366.955
Lithuania,LTU,2013,25697.758
Lithuania,LTU,2014,26893.27
Lithuania,LTU,2015,27162.244
Lithuania,LTU,2016,28086.762
Lithuania,LTU,2017,29832.797
Lithuania,LTU,2018,30921.453
Lithuania,LTU,2019,32483.44
Luxembourg,LUX,2000,66585.98
Luxembourg,LUX,2001,62035.97
Luxembourg,LUX,2002,59912.57
Luxembourg,LUX,2003,57764.754
Luxembourg,LUX,2004,53136.387
Luxembourg,LUX,2005,66100.27
Luxembourg,LUX,2006,64797.258
Luxembourg,LUX,2007,68275.55
Luxembourg,LUX,2008,66359.66
Luxembourg,LUX,2009,60593.63
Luxembourg,LUX,2010,67784.19
Luxembourg,LUX,2011,66803.414
Luxembourg,LUX,2012,68756.31
Luxembourg,LUX,2013,65823.29
Luxembourg,LUX,2014,76519.35
Luxembourg,LUX,2015,82382.44
Luxembourg,LUX,2016,86516.09
Luxembourg,LUX,2017,90597.55
Luxembourg,LUX,2018,88604.07
Luxembourg,LUX,2019,90479.41
Malawi,MWI,2000,954.1786
Malawi,MWI,2001,856.27875
Malawi,MWI,2002,1013.1568
Malawi,MWI,2003,1024.0898
Malawi,MWI,2004,1150.7426
Malawi,MWI,2005,1200.087
Malawi,MWI,2006,1218.9154
Malawi,MWI,2007,1432.0919
Malawi,MWI,2008,1623.2701
Malawi,MWI,2009,1196.9756
Malawi,MWI,2010,1159.4869
Malawi,MWI,2011,1192.2114
Malawi,MWI,2012,1081.9175
Malawi,MWI,2013,1206.1454
Malawi,MWI,2014,1081.6387
Malawi,MWI,2015,1124.0508
Malawi,MWI,2016,1084.6626
Malawi,MWI,2017,1147.5176
Malawi,MWI,2018,1135.2921
Malawi,MWI,2019,1161.3806
Malaysia,MYS,2000,13385.826
Malaysia,MYS,2001,12923.659
Malaysia,MYS,2002,13435.977
Malaysia,MYS,2003,14028.735
Malaysia,MYS,2004,15080.205
Malaysia,MYS,2005,16883.428
Malaysia,MYS,2006,16887.713
Malaysia,MYS,2007,18299.684
Malaysia,MYS,2008,20175.873
Malaysia,MYS,2009,18632.186
Malaysia,MYS,2010,19924.387
Malaysia,MYS,2011,22259.436
Malaysia,MYS,2012,23680.81
Malaysia,MYS,2013,24149.773
Malaysia,MYS,2014,23988.04
Malaysia,MYS,2015,23256.72
Malaysia,MYS,2016,23426.953
Malaysia,MYS,2017,24159.168
Malaysia,MYS,2018,24924.95
Malaysia,MYS,2019,25735.309
Mauritania,MRT,2000,3186.7036
Mauritania,MRT,2001,3062.9712
Mauritania,MRT,2002,3156.3757
Mauritania,MRT,2003,3252.0417
Mauritania,MRT,2004,3626.7964
Mauritania,MRT,2005,3666.465
Mauritania,MRT,2006,3858.7742
Mauritania,MRT,2007,3914.8733
Mauritania,MRT,2008,3848.079
Mauritania,MRT,2009,3794.6167
Mauritania,MRT,2010,4468.001
Mauritania,MRT,2011,4535.4854
Mauritania,MRT,2012,4403.5103
Mauritania,MRT,2013,4763.6836
Mauritania,MRT,2014,4307.874
Mauritania,MRT,2015,4392.759
Mauritania,MRT,2016,4473.6323
Mauritania,MRT,2017,4935.1816
Mauritania,MRT,2018,4725.573
Mauritania,MRT,2019,4676.1816
Mexico,MEX,2000,14849.223
Mexico,MEX,2001,14646.398
Mexico,MEX,2002,14265.164
Mexico,MEX,2003,14228.5205
Mexico,MEX,2004,14894.119
Mexico,MEX,2005,15638.168
Mexico,MEX,2006,15983.76
Mexico,MEX,2007,16249.967
Mexico,MEX,2008,16461.701
Mexico,MEX,2009,15710.421
Mexico,MEX,2010,16873.336
Mexico,MEX,2011,18200.082
Mexico,MEX,2012,18862.564
Mexico,MEX,2013,18710.57
Mexico,MEX,2014,18637.203
Mexico,MEX,2015,18518.387
Mexico,MEX,2016,18913.807
Mexico,MEX,2017,18939.904
Mexico,MEX,2018,19200.268
Mexico,MEX,2019,18736.527
"Moldova, Republic of",MDA,2000,2596.4407
"Moldova, Republic of",MDA,2001,2745.8767
"Moldova, Republic of",MDA,2002,3037.6013
"Moldova, Republic of",MDA,2003,3377.0925
"Moldova, Republic of",MDA,2004,3558.1033
"Moldova, Republic of",MDA,2005,3973.4304
"Moldova, Republic of",MDA,2006,4252.946
"Moldova, Republic of",MDA,2007,4308.73
"Moldova, Republic of",MDA,2008,4554.759
"Moldova, Republic of",MDA,2009,4507.9023
"Moldova, Republic of",MDA,2010,5130.034
"Moldova, Republic of",MDA,2011,5895.299
"Moldova, Republic of",MDA,2012,6565.321
"Moldova, Republic of",MDA,2013,6746.7275
"Moldova, Republic of",MDA,2014,7270.467
"Moldova, Republic of",MDA,2015,7468.925
"Moldova, Republic of",MDA,2016,8005.567
"Moldova, Republic of",MDA,2017,9095.337
"Moldova, Republic of",MDA,2018,9252.155
"Moldova, Republic of",MDA,2019,9438.566
Mongolia,MNG,2000,3213.1985
Mongolia,MNG,2001,3544.928
Mongolia,MNG,2002,3844.4285
Mongolia,MNG,2003,4135.0933
Mongolia,MNG,2004,4826.171
Mongolia,MNG,2005,5646.2065
Mongolia,MNG,2006,6549.9546
Mongolia,MNG,2007,7459.4053
Mongolia,MNG,2008,7980.5854
Mongolia,MNG,2009,7461.222
Mongolia,MNG,2010,8756.164
Mongolia,MNG,2011,10886.072
Mongolia,MNG,2012,12384.991
Mongolia,MNG,2013,11937.9
Mongolia,MNG,2014,11395.379
Mongolia,MNG,2015,10785.082
Mongolia,MNG,2016,10377.35
Mongolia,MNG,2017,10477.258
Mongolia,MNG,2018,10774.735
Mongolia,MNG,2019,11900.283
Montenegro,MNE,2000,8886.786
Montenegro,MNE,2001,9384.036
Montenegro,MNE,2002,9092.71
Montenegro,MNE,2003,9134.672
Montenegro,MNE,2004,9620.688
Montenegro,MNE,2005,10241.369
Montenegro,MNE,2006,12927.465
Montenegro,MNE,2007,16121.166
Montenegro,MNE,2008,17189.854
Montenegro,MNE,2009,15797.233
Montenegro,MNE,2010,16865.262
Montenegro,MNE,2011,17592.91
Montenegro,MNE,2012,17188.65
Montenegro,MNE,2013,16900.223
Montenegro,MNE,2014,16785.021
Montenegro,MNE,2015,18007.459
Montenegro,MNE,2016,18450.861
Montenegro,MNE,2017,19436.828
Montenegro,MNE,2018,20342.494
Montenegro,MNE,2019,21849.92
Morocco,MAR,2000,4984.969
Morocco,MAR,2001,5038.877
Morocco,MAR,2002,4916.895
Morocco,MAR,2003,5038.5156
Morocco,MAR,2004,4968.7354
Morocco,MAR,2005,4880.08
Morocco,MAR,2006,5234.098
Morocco,MAR,2007,5459.017
Morocco,MAR,2008,6071.832
Morocco,MAR,2009,6548.865
Morocco,MAR,2010,6897.943
Morocco,MAR,2011,7624.126
Morocco,MAR,2012,7691.662
Morocco,MAR,2013,7642.4927
Morocco,MAR,2014,7204.2603
Morocco,MAR,2015,7604.1436
Morocco,MAR,2016,7520.1714
Morocco,MAR,2017,7591.129
Morocco,MAR,2018,7752.627
Morocco,MAR,2019,7923.9307
Mozambique,MOZ,2000,857.1803
Mozambique,MOZ,2001,916.54047
Mozambique,MOZ,2002,1035.5167
Mozambique,MOZ,2003,1116.901
Mozambique,MOZ,2004,1118.0697
Mozambique,MOZ,2005,1190.0143
Mozambique,MOZ,2006,1195.8993
Mozambique,MOZ,2007,1222.9473
Mozambique,MOZ,2008,1247.1465
Mozambique,MOZ,2009,1233.3835
Mozambique,MOZ,2010,1227.096
Mozambique,MOZ,2011,1180.8969
Mozambique,MOZ,2012,1209.8844
Mozambique,MOZ,2013,1220.9983
Mozambique,MOZ,2014,1292.8986
Mozambique,MOZ,2015,1343.997
Mozambique,MOZ,2016,1429.1407
Mozambique,MOZ,2017,1266.6051
Mozambique,MOZ,2018,1239.6433
Mozambique,MOZ,2019,1228.8705
Myanmar,MMR,2000,1123.4163
Myanmar,MMR,2001,1188.8003
Myanmar,MMR,2002,1325.4946
Myanmar,MMR,2003,1477.2902
Myanmar,MMR,2004,1620.1046
Myanmar,MMR,2005,1804.991
Myanmar,MMR,2006,2012.7296
Myanmar,MMR,2007,2321.3628
Myanmar,MMR,2008,2624.933
Myanmar,MMR,2009,3090.497
Myanmar,MMR,2010,3679.6335
Myanmar,MMR,2011,4060.4766
Myanmar,MMR,2012,3289.9768
Myanmar,MMR,2013,4627.186
Myanmar,MMR,2014,4873.386
Myanmar,MMR,2015,4774.1333
Myanmar,MMR,2016,4740.627
Myanmar,MMR,2017,4762.926
Myanmar,MMR,2018,4919.757
Myanmar,MMR,2019,5153.375
Namibia,NAM,2000,6176.4526
Namibia,NAM,2001,6266.549
Namibia,NAM,2002,6440.5117
Namibia,NAM,2003,6352.984
Namibia,NAM,2004,6827.219
Namibia,NAM,2005,7330.709
Namibia,NAM,2006,7915.397
Namibia,NAM,2007,8090.007
Namibia,NAM,2008,8809.402
Namibia,NAM,2009,8456.091
Namibia,NAM,2010,8970.764
Namibia,NAM,2011,9607.41
Namibia,NAM,2012,10300.408
Namibia,NAM,2013,9976.187
Namibia,NAM,2014,11200.09
Namibia,NAM,2015,11041.704
Namibia,NAM,2016,10507.842
Namibia,NAM,2017,9921.88
Namibia,NAM,2018,9473.263
Namibia,NAM,2019,9353.127
Nepal,NPL,2000,1485.4597
Nepal,NPL,2001,1392.387
Nepal,NPL,2002,1366.9335
Nepal,NPL,2003,1484.0645
Nepal,NPL,2004,1422.6223
Nepal,NPL,2005,1422.8258
Nepal,NPL,2006,1481.497
Nepal,NPL,2007,1560.5021
Nepal,NPL,2008,1702.9414
Nepal,NPL,2009,1915.5867
Nepal,NPL,2010,2118.272
Nepal,NPL,2011,2321.922
Nepal,NPL,2012,2554.7559
Nepal,NPL,2013,2674.5566
Nepal,NPL,2014,2849.1494
Nepal,NPL,2015,2829.85
Nepal,NPL,2016,2930.8179
Nepal,NPL,2017,3278.159
Nepal,NPL,2018,3466.9692
Nepal,NPL,2019,3631.0178
Netherlands,NLD,2000,42616.637
Netherlands,NLD,2001,42938.492
Netherlands,NLD,2002,42863.04
Netherlands,NLD,2003,42688.3
Netherlands,NLD,2004,43293.613
Netherlands,NLD,2005,48942.477
Netherlands,NLD,2006,50002.72
Netherlands,NLD,2007,53258.062
Netherlands,NLD,2008,55246.902
Netherlands,NLD,2009,50439.02
Netherlands,NLD,2010,50553.598
Netherlands,NLD,2011,51588.31
Netherlands,NLD,2012,52656.027
Netherlands,NLD,2013,54954.08
Netherlands,NLD,2014,52230.89
Netherlands,NLD,2015,51664.715
Netherlands,NLD,2016,51435.76
Netherlands,NLD,2017,54233.45
Netherlands,NLD,2018,54921.65
Netherlands,NLD,2019,55569.44
Nicaragua,NIC,2000,4033.3044
Nicaragua,NIC,2001,4049.704
Nicaragua,NIC,2002,3973.5537
Nicaragua,NIC,2003,4003.177
Nicaragua,NIC,2004,4092.6555
Nicaragua,NIC,2005,4306.813
Nicaragua,NIC,2006,4301.6465
Nicaragua,NIC,2007,4450.838
Nicaragua,NIC,2008,4567.6216
Nicaragua,NIC,2009,4367.1304
Nicaragua,NIC,2010,4466.5146
Nicaragua,NIC,2011,4676.193
Nicaragua,NIC,2012,4794.1655
Nicaragua,NIC,2013,4840.0674
Nicaragua,NIC,2014,5079.5557
Nicaragua,NIC,2015,5300.7627
Nicaragua,NIC,2016,5536.5967
Nicaragua,NIC,2017,5654.6304
Nicaragua,NIC,2018,5232.654
Nicaragua,NIC,2019,5024.2754
Niger,NER,2000,1036.8898
Niger,NER,2001,1089.2837
Niger,NER,2002,1106.1584
Niger,NER,2003,1107.5525
Niger,NER,2004,1030.2905
Niger,NER,2005,1036.2706
Niger,NER,2006,1055.6915
Niger,NER,2007,1039.9606
Niger,NER,2008,1081.9208
Niger,NER,2009,1080.0107
Niger,NER,2010,1190.5724
Niger,NER,2011,1131.7478
Niger,NER,2012,1208.476
Niger,NER,2013,1170.2283
Niger,NER,2014,1194.3004
Niger,NER,2015,1191.8284
Niger,NER,2016,1147.8324
