Entity,Code,Year,Population,Meningitis,Alzheimer's disease and other dementias,Parkinson's disease,Nutritional deficiencies,Malaria,Drowning,Interpersonal violence,Maternal disorders,HIV/AIDS,Drug use disorders,Tuberculosis,Cardiovascular diseases,Lower respiratory infections,Neonatal disorders,Alcohol use disorders,Self,Exposure to forces of nature,Diarrheal diseases,Environmental heat and cold exposure,Neoplasms,Conflict and terrorism,Diabetes mellitus,Chronic kidney disease,Poisonings,Protein,Road injuries,Chronic respiratory diseases,Cirrhosis and other chronic liver diseases,Digestive diseases,"Fire, heat, and hot substances",Acute hepatitis
Albania,ALB,2010,2913402,0.5491861404639662,21.1436664078627,5.697806207313649,0.1716206688949894,0.0,1.4072894849389133,2.265392829413861,0.1372965351159915,0.0686482675579957,0.7208068093589556,0.3432413377899789,334.5916560776714,12.047770956428256,10.57183320393135,0.5835102742429641,5.491861404639662,0.0686482675579957,0.2402689364529852,0.1716206688949894,124.15039187863536,0.0,4.118896053479746,8.478061043412477,0.4118896053479746,0.1372965351159915,8.649681712307467,20.14826652827176,9.610757458119409,14.96532232764308,0.5491861404639662,0.0343241337789978
Albania,ALB,2011,2900660,0.448173863879255,22.305268456144464,6.067584618672992,0.1723745630304827,0.0,1.3100466790316687,2.240869319396275,0.1378996504243861,0.068949825212193,0.758448077334124,0.379224038667062,349.64456365103115,12.37649362558866,10.101149393586288,0.5860735143036412,5.515986016975447,0.0,0.2413243882426758,0.1723745630304827,129.5911964863169,0.0,4.378313900974261,8.860052539766812,0.4136989512731585,0.1378996504243861,8.791102714554619,21.23654616535547,9.928774830555804,15.513710672743445,0.5515986016975447,0.0344749126060965
Albania,ALB,2012,2892191,0.4494862199626512,23.44243516420596,6.396534668699266,0.1728793153702504,0.0,1.3830345229620036,2.2128552367392054,0.1383034522962003,0.0691517261481001,0.795244850703152,0.380334493814551,361.1794656715272,12.758493474324483,9.300907166919474,0.5877896722588515,5.462986365699915,0.0,0.2420310415183506,0.3111827676664508,133.6357107812036,0.0,4.5985897888486615,9.162603714623272,0.4149103568886011,0.1383034522962003,8.713117494660622,22.093976504318007,10.130727880696677,15.87032115098899,0.5532138091848013,0.03457586307405
Albania,ALB,2013,2887019,0.4502914598068111,24.59284126637199,6.754371897102166,0.1731890230026196,0.0,1.3855121840209572,2.182181689833008,0.1385512184020957,0.0692756092010478,0.8313073104125743,0.3810158506057632,374.0882896856585,13.266279162000666,8.416986517927315,0.5888426782089068,5.438135322282258,0.0,0.2424646322036675,0.1385512184020957,137.9277379192863,0.0,4.814654839472826,9.525396265144082,0.4156536552062871,0.1385512184020957,8.694088954731507,23.034140059348413,10.356703575556654,16.2104925530452,0.5888426782089068,0.0346378046005239
Albania,ALB,2014,2884100,0.4507472001664298,25.76193613258902,7.177282341111613,0.1733643077563191,0.0,1.4562601851530808,2.184390277729621,0.1040185846537914,0.0693457231025276,0.8668215387815956,0.3814014770639021,390.9365139904996,13.903817482056796,7.558683818175514,0.6241115079227489,5.478312125099684,0.0,0.2427100308588468,0.1386914462050553,143.64966540688602,0.0346728615512638,5.096910648035782,9.916438403661454,0.4160743386151659,0.1386914462050553,8.806906834021012,24.34034880898721,10.609895634686731,16.712319267709166,0.589438646371485,0.0346728615512638
Albania,ALB,2015,2882482,0.4856925385830684,26.92124356717579,7.5976189964065695,0.1734616209225244,0.0,1.4223852915647002,2.185616423623808,0.1040769725535146,0.0693846483690097,0.9020004287971268,0.3816155660295537,407.7735784646703,14.50139150912304,6.903772512716472,0.6244618353210879,5.550771869520782,0.0346923241845048,0.2428462692915342,0.1387692967380195,149.62799420776955,0.0,5.377310248598256,10.37300493116696,0.4163078902140586,0.1387692967380195,8.950619639602259,25.56824292398009,10.997466766488047,17.276777443883432,0.6244618353210879,0.0346923241845048
Albania,ALB,2016,2881064,0.4859315863861407,28.07990381331341,7.879033579260995,0.1735469951379074,0.0,1.4230853601308406,2.151982739710052,0.1041281970827444,0.0694187980551629,0.9371537737447,0.3818033893033962,418.35238647943953,14.925041581860036,6.455948219130155,0.6247691824964666,5.484085046357873,0.0694187980551629,0.2429657931930703,0.1388375961103259,153.38083430288253,0.0,5.5882132434406175,10.655785501467514,0.4165127883309777,0.1388375961103259,8.850896752033277,26.344433861934338,11.141717087853651,17.562955907956226,0.6247691824964666,0.0347093990275814
Albania,ALB,2017,2879361,0.4514890630247475,29.31205916868361,8.161533062370436,0.1736496396249028,0.0,1.319737261149262,2.0837956754988345,0.1041897837749417,0.0694598558499611,0.9724379818994562,0.3820292071747863,428.7409602338852,15.281168286991454,6.112467314796581,0.6251387026496503,5.41786875629697,0.0347299279249805,0.243109495474864,0.3472992792498057,156.87508443713728,0.0,5.765168035546776,10.9051973684439,0.4167591350997669,0.1389197116999223,8.717211909170125,27.05461385355987,11.321956503543667,17.885912881364998,0.6251387026496503,0.0347299279249805
Albania,ALB,2018,2877019,0.4518565918403737,30.58721544765606,8.411484248105417,0.1737909968616821,0.0,1.286053376776448,2.050733762967849,0.1042745981170093,0.0695163987446728,0.97322958242542,0.3823401930957008,438.9612998732369,15.571673318806722,5.839377494552521,0.6256475887020558,5.352762703339811,0.0,0.243307395606355,0.1390327974893457,160.2700573058433,0.0,5.908893893297194,11.157381998519996,0.3823401930957008,0.1042745981170093,8.5852752449671,27.70228489975214,11.470205792871024,18.10902187298728,0.6256475887020558,0.0347581993723364
Albania,ALB,2019,2873883,0.4523496607203564,31.90804914465899,8.629439681434492,0.1739806387385986,0.0,1.25266059891791,1.983379281620024,0.1043883832431591,0.0695922554954394,1.009087704683872,0.3827574052249169,449.0092324565753,15.901830380707914,5.602176567382875,0.626330299458955,5.289011417653398,1.774602515133706,0.243572894234038,0.1391845109908789,163.7157810530213,0.0,6.089322355850952,11.447926028999788,0.3827574052249169,0.1043883832431591,8.455459042695892,28.358844114391577,11.587110539990668,18.337559323048293,0.626330299458955,0.0347961277477197
Algeria,DZA,2000,30774624,1.9041662377418485,7.210486145988331,1.9399099725800064,1.000824575468412,0.0,3.129201513558704,2.0178963031359864,3.337165061707984,0.3996799440993982,1.0625637538252295,2.030894024895316,210.53709705762773,19.16189130369229,43.60735650255224,0.289199309145093,5.169843829773518,0.1559726611119603,4.052039758471135,0.1072312045144727,41.950146978237655,8.23405673453557,6.700325566934628,13.439644299147243,1.458994267484795,0.9065910927132692,43.99078929445247,16.650081573701762,9.325865362319291,14.72966818376075,3.3534122139071463,1.432998823966135
Algeria,DZA,2001,31200984,1.8300704875205216,7.41322773666369,1.980706762325188,0.907022675951502,0.0,2.951829980746761,2.0095520064367203,3.182591933639016,0.4390887159199851,1.0929142491147077,1.926221301225628,209.5639034974025,18.573132180703016,42.25187256914718,0.2852474139918151,5.124838370482162,2.951829980746761,3.6761661106585617,0.1057658950756168,42.20059213517112,4.262686074259709,6.980549074990711,13.53162451543195,1.4294420970825792,0.817281916493403,42.979413726182486,16.598835472624838,9.329833956518808,14.743124768116289,3.2018220963800377,1.3300862562539697
Algeria,DZA,2002,31624700,1.7581194446113324,7.623787735535831,2.0268966978342875,0.8000075890047968,0.0,2.7605004948663545,1.985789588517836,3.1051677960581445,0.4901232264653894,1.1193782075403087,1.8498199192403408,208.65336271964637,18.011238051270052,41.13873016977236,0.2845876798831293,5.062498616587667,0.1517800959376689,3.288568745316161,0.1075109012891821,42.68498989713736,5.049850275259528,7.272796263679971,13.679181146382415,1.388155460763264,0.7209554557039276,41.8154164308278,16.569327139862196,9.28072044952205,14.697372623297612,3.1209782227183185,1.182619914181004
Algeria,DZA,2003,32055882,1.6783191303237264,7.823837135412464,2.0433067478848344,0.6956601599668978,0.0,2.5424351137803662,1.9403615224188808,2.87934676075985,0.5459216501982381,1.1074410618307118,1.7656665943554446,206.91678363427965,17.425819074327766,40.41379987610386,0.2776401535293897,4.847784253760355,7.265437276066839,2.9604551202178744,0.2277273169398364,43.26507066628209,2.907422731341474,7.5337187727356865,13.794660212437767,1.3164510650494656,0.6239104573694151,39.6214335952447,16.44004055168409,9.21515745534626,14.6119829115917,2.8699881038993094,1.038810911520076
Algeria,DZA,2004,32510184,1.6302583830346824,8.052861220348676,2.100880142665449,0.6182678018678701,0.0,2.408476063992748,1.7994361397646963,2.743755618239503,0.6028880058015051,1.1196491536313666,1.704081404153234,206.5260534975748,17.068497674451798,39.67987385122151,0.2768363291945687,4.7585089029333085,0.0676711026920056,2.7037681484669545,0.1015066540380085,44.22306560922571,1.7748284660585123,7.874455585978843,14.1647921771221,1.2826749919348348,0.5475207399625914,38.55714873837688,16.46560966865029,9.19096612925968,14.601578385406862,2.7622113735191407,0.9320156416217146
Algeria,DZA,2005,32956690,1.5687255000426317,8.289667439296847,2.166479704120772,0.5552742098796937,0.0,2.269645404316999,1.7204397650370835,2.658033922702796,0.6584399100759208,1.1317884168586103,1.638514061940079,206.2009261245593,16.664294866990588,38.97842896237456,0.2730856769900133,4.663696505929448,0.0667542765975588,2.4577710929101197,0.1001314148963382,45.25939953314487,0.9831084371640476,8.210776021499733,14.476575165770592,1.2379884023547267,0.4915542185820238,37.38239489463293,16.49740917549669,9.166575890964776,14.567603724767263,2.651965352103017,0.8708398810681535
Algeria,DZA,2006,33435082,1.504407855198321,8.515008277832248,2.225207642679028,0.4994753714077926,0.0,2.1504358804922328,1.6569422500593838,2.5930847126380607,0.7297723989431221,1.1365307852392883,1.5672161354352294,206.17565705386937,16.219490653559635,38.28613311012666,0.2721692143599348,4.555095752419569,0.014954352437359,2.279043311453521,0.0986987260865698,46.059405507065904,1.2142934179135556,8.556880464656853,14.80779978347294,1.1933573245012528,0.4366670911708845,36.120742877197074,16.47670551548221,9.13112759825144,14.499740123263344,2.5571942667884,0.8314619955171636
Algeria,DZA,2007,33983836,1.4389193733161847,8.7571044069304,2.286381090115901,0.4502140370498492,0.0,2.018606728210435,1.574277841971695,2.5335574241824848,0.8180359627441706,1.135834106544064,1.5095411830494945,206.2715933539698,15.78691705080027,37.426616583248574,0.2707169373110204,4.425633409954074,0.2412911832554747,2.1186542919992903,0.0971049883833008,46.93113514318984,2.059802783888199,8.874807423152584,15.104239556711608,1.150546983571837,0.3913625289387578,34.86069082960499,16.460766818672266,9.08373027694696,14.41567691181184,2.477648491476948,0.8003805103108431
Algeria,DZA,2008,34569590,1.2033697825169465,8.973204484056652,2.3402071010966576,0.4078729310934841,0.0,1.909192443416309,1.5504956813199116,2.4645938815010533,0.859136599537339,1.1339446027563531,1.4666069224425282,206.14650043578763,15.36610645367793,36.62178232371284,0.26612985574894,4.301468429333411,0.2690225715722981,1.975724907353544,0.0954596221708154,47.79923626516832,1.4666069224425282,9.169909160045,15.389248180264795,1.1079101603461308,0.3529113304496813,33.679890331357704,16.427733160850334,9.028166084700455,14.318943325622316,2.36624154350688,0.7723551248365977
Algeria,DZA,2009,35196040,1.1535388640312945,9.225469683521217,2.397997047395105,0.3750421922466277,0.0,1.807021471733752,1.520057370090499,2.38663213247854,0.903510735866876,1.1336502629273066,1.4319792794871242,206.74769093341183,15.013052604781674,35.69719775292902,0.2642342718101241,4.18797114675401,0.1363789789987737,1.8467986739417277,0.0937605480616569,48.7412788484159,1.809862700462893,9.46981535422735,15.723359787066954,1.0654607734279198,0.3210588463929465,32.53206894866582,16.4450318842688,8.981124012815078,14.248762076642713,2.28434789822946,0.7472431557641144
Algeria,DZA,2010,35856348,1.1127736712060023,9.48507081647021,2.4458709514979047,0.3514022119597902,0.0,1.7123885566929462,1.4781204153864191,2.2562253132973837,0.91755022011723,1.1322960163148794,1.3916643156185342,207.0456255054196,14.708692586316934,34.54618412338033,0.26215720574778,4.066225595534715,0.0,1.7319109018018233,0.0920339126561355,49.3803774996829,0.8868722492318514,9.772328180215116,16.07525674393834,1.031895384326368,0.3012018959655345,31.430975625292348,16.418292236565755,8.930078434089271,14.162066923268371,2.211602810191378,0.725115675472583
Algeria,DZA,2011,36543548,1.0809021608958167,9.777375749065198,2.520280734645689,0.3365847235194568,0.0,1.647349622428561,1.4421150349166971,2.1371761712902098,0.9167144908863256,1.1438407677327884,1.3518118164114772,209.0437414560841,14.54976402400774,33.341042856594,0.2627002720151858,4.014388531732059,0.0273646116682485,1.647349622428561,0.0903032185052201,49.902105838218006,0.9358697190540995,10.08385939974958,16.39413885044769,1.0042812482247208,0.2845919613497846,30.73319536460992,16.52822544762211,8.940018632016793,14.17760530531956,2.164540782958458,0.7060069810408119
Algeria,DZA,2012,37260570,1.0466828607291836,10.083044891691136,2.5845015253389843,0.3220562648397488,0.0,1.5780756977147694,1.3982609498459095,2.0074840508344343,0.920544157000282,1.151351146802102,1.3123792792219764,210.7589873155456,14.390547433922778,31.934562461068094,0.2630126162857949,3.939821639872928,0.1851823522828555,1.5753918955077713,0.0885654728309309,50.44206248052566,0.778302640029393,10.354108914597925,16.661044101043007,0.976904003347238,0.2710640229067886,29.929762212440657,16.634206078973026,8.953164162545018,14.19462987281193,2.1121523369073527,0.69242096940546
Algeria,DZA,2013,38000628,1.028930363992932,10.357723561831662,2.634166993240217,0.3105211840183273,0.0,1.5315536364293767,1.4183976117447323,1.8973370650611352,0.9078797329349398,1.1605071368820536,1.2815577679400456,212.02807490444636,14.294500606674184,30.941593912605867,0.260522010320461,3.876251729313526,0.0,1.5183959591404643,0.0868406701068203,50.94389492721015,0.5684116588810059,10.623508643067687,16.965509096323355,0.9605104420905886,0.2631535457782434,29.36267263793641,16.694460944171762,8.96037823374919,14.2023968656518,2.0736499407325586,0.6789361481078681
Algeria,DZA,2014,38760170,1.008767505405678,10.670747832117351,2.703806510652559,0.3070161972973803,0.0,1.501541401908196,1.3132037346585426,1.785337886804934,0.9158886558031092,1.171305492210173,1.2461245655011317,215.10741567954935,14.300762870751084,30.064367622742623,0.2605767724960959,3.831252546105964,0.0154798082670948,1.4783216895075535,0.0851389454690214,51.5813011140044,0.2941163570748012,10.95454431701409,17.383824683947463,0.9416883362482672,0.2554168364070642,28.833722865508587,16.862671138955275,9.014408347538208,14.300762870751084,2.04591465930103,0.6656317554850766
Algeria,DZA,2015,39543148,0.9786777724423964,10.982939446298005,2.771655913686993,0.2984082096852784,0.0,1.443992268900797,1.2619126833301184,1.7575737773836315,0.8294736675997572,1.1759306568106314,1.2062772544057443,218.25778767031903,14.247727570905584,28.687650259913557,0.2604749626913871,3.7503336861293897,0.030346597595113,1.4364056195020185,0.0834531433865609,52.25431217565177,0.2832349108877219,11.299049837913763,17.815981671464296,0.91798457725217,0.2478305470267567,28.148998152600296,17.04214343278891,9.08374821347051,14.422220507077483,2.04333757140428,0.654980731427857
Algeria,DZA,2016,40339330,0.75360696372498,11.311541366700936,2.8161102328670307,0.2875605519476897,0.0,1.3634336514761152,1.2047795538498036,1.6782628764533274,0.7660018151020357,1.1651160294432257,1.1601580888924037,219.50042303627748,13.800427523213695,26.81502146912207,0.2578129086427563,3.611859691274,0.0,1.3857443839548154,0.0793270488131557,52.809503777083066,0.2280652653378229,11.52225384011088,18.046903604992945,0.8800344477709472,0.2379811464394673,27.10010305079435,17.11233181116295,9.13252649461456,14.49453920032881,1.9311178445452613,0.6395743310560686
Algeria,DZA,2017,41136548,0.7292784994987912,11.644146708664032,2.866064503030249,0.2771258298095406,0.0,1.2956848007761856,1.15226002920809,1.601981770565678,0.7025382878505022,1.1765693125247163,1.1230888892281383,222.11635259234683,13.62535329896908,24.355470954927963,0.2576784031562395,3.527277009242487,0.0,1.3272868690878,0.0777897066132043,53.62870992480944,0.2601093314879022,11.746245698593864,18.309752194082986,0.850824916081923,0.2285072631762879,26.419329108509544,17.259591154804724,9.22780394699137,14.624464843282428,1.8791076003752187,0.6320413662322857
Algeria,DZA,2018,41927010,0.7059888124624197,11.937412183697337,2.9432101168196825,0.2719010966916076,0.0,1.2736419792396356,1.1162255548392312,1.5598536599676438,0.6559017683350183,1.214014545754634,1.0804490947482304,226.16447011127192,13.604595223937984,22.269653857978422,0.2599756099946073,3.5514099383667,0.0143105840364004,1.2784121739184358,0.0763231148608021,54.74513923124974,0.181267397794405,12.147300749564542,18.80887761850893,0.8419393608082236,0.2218140525642062,26.307623653582738,17.45891252440849,9.359121959805863,14.820994867032017,1.8651461194108525,0.6153551135652172
Algeria,DZA,2019,42705372,0.6837547276253676,12.197528685618288,3.0043058751484475,0.266945338867438,0.0,1.2316951600374773,1.074806232808369,1.4939572473458376,0.6181892057982775,1.2316951600374773,1.0420234718948238,229.31775421602697,13.54864676041225,20.503275325642875,0.2599204615288212,3.549904681781018,0.0,1.234036785817016,0.0936650311815572,55.768159565499154,0.030441135134006,12.47618215338342,19.203673017998767,0.8219106486181645,0.2154295717175815,25.87730648968472,17.627758868369064,9.471876278234973,14.981721737490076,1.8311513595994435,0.6064810769005828
Angola,AGO,2000,16394067,25.15544190468417,2.5985010308912364,0.7014732829870709,56.89253313409052,67.32923563140251,7.941897516949272,3.550064788682393,12.156836982549846,29.181288572262147,0.1768932626663048,109.27733795402936,94.88188623359902,134.8475640608276,112.95549786395286,0.7624709597685553,7.4234172643066545,0.3598862930107581,208.25216829966595,0.7319721213778131,39.7277868877808,20.861205459267676,12.150737214871697,8.557974052442264,2.97668662693644,55.69697866917343,48.66394653626827,20.495219398578765,20.79410801480804,33.4816247853568,3.306074081556456,3.934350152405745
Angola,AGO,2001,16941584,24.6789202237524,2.6148676534614474,0.6965110228181733,53.14733262249858,72.79720715607229,7.685231794146285,3.523873564597029,11.675413585884296,33.55648444679081,0.1770790735978406,106.8081945584309,92.7067976642562,129.28543163378347,111.5952321813592,0.7437321091109308,7.2366314743650895,0.3364502398358973,188.9492741646826,0.7142189301779573,39.0046172778177,18.109286593272508,11.952837467854245,8.423061267470622,2.904096807004587,52.08485818091154,48.15370274703948,19.83875887874475,20.287359198525944,32.65928380722841,3.2228391394807003,3.7599789960608168
Angola,AGO,2002,17516140,24.73147622706829,2.648985449990694,0.6907914643294698,48.75503392870804,76.44949172591679,7.370345292969799,3.453957321647349,11.02982734780608,37.85080502896186,0.1712706109907776,102.58538696310946,90.6135712548541,122.53841314353504,109.94431421534652,0.7193365661612661,6.965004846958291,0.045672162930874,170.34004067106108,0.6850824439631106,38.54159649329133,3.425412219815553,11.72061881213555,8.27237051085456,2.8031289998823943,47.8073365478924,47.18505332795924,19.23368961426433,19.764628508335743,31.79353442025469,3.111416099665794,3.516756545677301
Angola,AGO,2003,18124346,23.206354590670472,2.686993505862225,0.700714938900416,45.43612221925139,82.09951410108812,7.089910995960903,3.453917730328035,11.476276164668231,41.9325475247493,0.1765580948410497,98.70149245661058,90.17704694006616,116.13108688170044,108.42322255379588,0.7172672602917645,6.918870341583635,0.082761606956742,152.59033346637722,0.6676102961177192,38.72139717482772,0.446912677566407,11.757665628321154,8.276160695674205,2.753202791427619,44.55884918550992,47.11342412024136,18.89171614799232,19.69726245570461,31.5707943337652,3.0401096955443245,3.3546038019799447
Angola,AGO,2004,18771128,23.445580894232886,2.732920472333895,0.7085349372717505,44.4618991463912,90.32488617625962,7.218532631603173,3.5107107042261925,11.224685058884049,45.58596585138624,0.1811292320845076,97.11723237942866,90.58059803332011,113.8663590168902,106.58922575137731,0.7245169283380306,6.9894574263198255,0.1491652499519474,141.53118555262105,0.6605889640729102,39.31569802304901,0.2663665177713348,11.927892665800371,8.369235988375339,2.796848436599015,43.62550828058921,48.54263419864805,18.74154819039112,19.881596886452428,31.82014421296365,3.414818757828512,3.270980838231991
Angola,AGO,2005,19450962,22.41020264190532,2.75564776693307,0.7094764773073948,40.9234257925135,91.74867546396936,6.842849212290889,3.4548419764534013,11.336200235237722,48.31637633141229,0.1747985523800828,91.36823155584798,87.99050658779755,107.0127019938654,103.79435217651444,0.7043353434138631,6.745167668313783,0.0,127.77774178984052,0.6323594689044172,38.65104461157242,0.0565524728288503,11.675515072210825,8.15897948903504,2.6785307585300924,40.15225570848373,46.815165234501,17.94769842231968,19.469474054805104,31.08843665418708,2.956151988780812,2.9972810599290667
Angola,AGO,2006,20162338,20.49365505131399,2.797294639143536,0.7142028865898389,37.4113359274108,87.12779242169236,6.447664948380491,3.461900103053525,11.308212371005784,49.23536149428703,0.1785507216474597,87.15755087530027,87.01371834952872,100.6579693287554,100.40998221535618,0.699323659785884,6.690692319511755,0.0,126.34943427691768,0.6150080412301391,38.5371974222434,0.0595169072158199,11.724830721516522,8.124057834959418,2.5840257216201814,36.69217329855297,45.68914577267775,17.388856391555386,19.32315587606953,30.8347176800627,2.836972577287416,2.613784175228091
Angola,AGO,2007,20909692,19.550742306486388,2.8168755426909207,0.7125882102902329,34.280753633291205,78.08818991690552,6.121563148802,3.48642151209114,11.033161081473606,49.45075231141616,0.1817339059800593,82.9280507814271,84.93668868962776,94.807709267071,96.84504200253166,0.6838933830302235,6.547203086492139,0.5021594770501641,112.38807343503672,0.5978089012501954,38.11151307250245,0.1626040211400531,11.602275155463792,7.996291863122614,2.506014914040819,33.615990135100986,44.44828742575453,16.671694638065446,19.03423541580622,30.402169481979936,2.7307910609108923,2.123417217240694
Angola,AGO,2008,21691524,18.53719452814841,2.8536491949574407,0.7191749182768348,31.062824354803283,63.6423701718699,5.7257387724348,3.50367267878458,10.580169470803437,50.19933131484906,0.1844038251991884,78.47304781351463,84.38780050677859,88.4953957130905,93.20691344692978,0.6776840576070174,6.463354073231553,0.0322706694098579,103.55657813623422,0.5808720493774434,38.23613315505171,0.0230504781498985,11.672762135108623,7.970855344234919,2.3741992494395507,30.435851349126043,43.150495096610086,16.2229265218986,18.998204091146384,30.357479723416397,2.6139242221984955,1.7103454787224723
